2024-11-22 14:04:29,057 INFO    MainThread:1026428 [wandb_setup.py:_flush():76] Current SDK version is 0.17.7
2024-11-22 14:04:29,638 INFO    MainThread:1026428 [wandb_run.py:_redirect():2393] Redirects installed.
2024-11-22 14:04:29,638 INFO    MainThread:1026428 [wandb_init.py:init():891] run started, returning control to user process
2024-11-22 14:04:30,603 INFO    MainThread:1026428 [wandb_watch.py:watch():51] Watching
2024-11-22 14:26:26,854 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'candle_ROC') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'fpr', 'y': 'tpr', 'class': 'class'}, 'stringSettings': {'title': 'ROC', 'x-axis-title': 'False positive rate', 'y-axis-title': 'True positive rate'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'candle_ROC_table'}], 'fields': []}]}]}}} None
2024-11-22 14:26:27,058 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'candle_PR') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'recall', 'y': 'precision', 'class': 'class'}, 'stringSettings': {'title': 'Precision v. Recall'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'candle_PR_table'}], 'fields': []}]}]}}} None
2024-11-22 14:26:27,259 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'candle_fpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'fpr', 'stroke': None}, 'stringSettings': {'title': 'candle False positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'candle_fpr_table'}], 'fields': []}]}]}}} None
2024-11-22 14:26:27,259 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'candle_tpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'tpr', 'stroke': None}, 'stringSettings': {'title': 'candle True positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'candle_tpr_table'}], 'fields': []}]}]}}} None
2024-11-22 14:26:27,259 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'candle_precision') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'precision', 'stroke': None}, 'stringSettings': {'title': 'candle Precisison curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'candle_precision_table'}], 'fields': []}]}]}}} None
2024-11-22 14:26:27,260 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'candle_recall') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'recall', 'stroke': None}, 'stringSettings': {'title': 'candle Recall curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'candle_recall_table'}], 'fields': []}]}]}}} None
2024-11-22 14:26:28,959 INFO    MainThread:1026428 [wandb_watch.py:watch():51] Watching
2024-11-22 14:41:11,982 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'capsules_ROC') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'fpr', 'y': 'tpr', 'class': 'class'}, 'stringSettings': {'title': 'ROC', 'x-axis-title': 'False positive rate', 'y-axis-title': 'True positive rate'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'capsules_ROC_table'}], 'fields': []}]}]}}} None
2024-11-22 14:41:12,184 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'capsules_PR') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'recall', 'y': 'precision', 'class': 'class'}, 'stringSettings': {'title': 'Precision v. Recall'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'capsules_PR_table'}], 'fields': []}]}]}}} None
2024-11-22 14:41:12,388 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'capsules_fpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'fpr', 'stroke': None}, 'stringSettings': {'title': 'capsules False positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'capsules_fpr_table'}], 'fields': []}]}]}}} None
2024-11-22 14:41:12,388 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'capsules_tpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'tpr', 'stroke': None}, 'stringSettings': {'title': 'capsules True positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'capsules_tpr_table'}], 'fields': []}]}]}}} None
2024-11-22 14:41:12,388 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'capsules_precision') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'precision', 'stroke': None}, 'stringSettings': {'title': 'capsules Precisison curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'capsules_precision_table'}], 'fields': []}]}]}}} None
2024-11-22 14:41:12,388 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'capsules_recall') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'recall', 'stroke': None}, 'stringSettings': {'title': 'capsules Recall curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'capsules_recall_table'}], 'fields': []}]}]}}} None
2024-11-22 14:41:14,222 INFO    MainThread:1026428 [wandb_watch.py:watch():51] Watching
2024-11-22 15:03:26,584 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'cashew_ROC') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'fpr', 'y': 'tpr', 'class': 'class'}, 'stringSettings': {'title': 'ROC', 'x-axis-title': 'False positive rate', 'y-axis-title': 'True positive rate'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'cashew_ROC_table'}], 'fields': []}]}]}}} None
2024-11-22 15:03:26,779 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'cashew_PR') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'recall', 'y': 'precision', 'class': 'class'}, 'stringSettings': {'title': 'Precision v. Recall'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'cashew_PR_table'}], 'fields': []}]}]}}} None
2024-11-22 15:03:26,981 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'cashew_fpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'fpr', 'stroke': None}, 'stringSettings': {'title': 'cashew False positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'cashew_fpr_table'}], 'fields': []}]}]}}} None
2024-11-22 15:03:26,981 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'cashew_tpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'tpr', 'stroke': None}, 'stringSettings': {'title': 'cashew True positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'cashew_tpr_table'}], 'fields': []}]}]}}} None
2024-11-22 15:03:26,982 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'cashew_precision') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'precision', 'stroke': None}, 'stringSettings': {'title': 'cashew Precisison curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'cashew_precision_table'}], 'fields': []}]}]}}} None
2024-11-22 15:03:26,982 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'cashew_recall') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'recall', 'stroke': None}, 'stringSettings': {'title': 'cashew Recall curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'cashew_recall_table'}], 'fields': []}]}]}}} None
2024-11-22 15:03:28,711 INFO    MainThread:1026428 [wandb_watch.py:watch():51] Watching
2024-11-22 15:15:52,518 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'chewinggum_ROC') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'fpr', 'y': 'tpr', 'class': 'class'}, 'stringSettings': {'title': 'ROC', 'x-axis-title': 'False positive rate', 'y-axis-title': 'True positive rate'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'chewinggum_ROC_table'}], 'fields': []}]}]}}} None
2024-11-22 15:15:52,731 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'chewinggum_PR') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'recall', 'y': 'precision', 'class': 'class'}, 'stringSettings': {'title': 'Precision v. Recall'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'chewinggum_PR_table'}], 'fields': []}]}]}}} None
2024-11-22 15:15:52,948 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'chewinggum_fpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'fpr', 'stroke': None}, 'stringSettings': {'title': 'chewinggum False positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'chewinggum_fpr_table'}], 'fields': []}]}]}}} None
2024-11-22 15:15:52,948 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'chewinggum_tpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'tpr', 'stroke': None}, 'stringSettings': {'title': 'chewinggum True positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'chewinggum_tpr_table'}], 'fields': []}]}]}}} None
2024-11-22 15:15:52,948 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'chewinggum_precision') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'precision', 'stroke': None}, 'stringSettings': {'title': 'chewinggum Precisison curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'chewinggum_precision_table'}], 'fields': []}]}]}}} None
2024-11-22 15:15:52,948 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'chewinggum_recall') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'recall', 'stroke': None}, 'stringSettings': {'title': 'chewinggum Recall curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'chewinggum_recall_table'}], 'fields': []}]}]}}} None
2024-11-22 15:15:56,208 INFO    MainThread:1026428 [wandb_watch.py:watch():51] Watching
2024-11-22 15:28:23,007 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'fryum_ROC') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'fpr', 'y': 'tpr', 'class': 'class'}, 'stringSettings': {'title': 'ROC', 'x-axis-title': 'False positive rate', 'y-axis-title': 'True positive rate'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'fryum_ROC_table'}], 'fields': []}]}]}}} None
2024-11-22 15:28:23,203 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'fryum_PR') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'recall', 'y': 'precision', 'class': 'class'}, 'stringSettings': {'title': 'Precision v. Recall'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'fryum_PR_table'}], 'fields': []}]}]}}} None
2024-11-22 15:28:23,400 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'fryum_fpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'fpr', 'stroke': None}, 'stringSettings': {'title': 'fryum False positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'fryum_fpr_table'}], 'fields': []}]}]}}} None
2024-11-22 15:28:23,401 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'fryum_tpr') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'tpr', 'stroke': None}, 'stringSettings': {'title': 'fryum True positive rate curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'fryum_tpr_table'}], 'fields': []}]}]}}} None
2024-11-22 15:28:23,401 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'fryum_precision') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'precision', 'stroke': None}, 'stringSettings': {'title': 'fryum Precisison curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'fryum_precision_table'}], 'fields': []}]}]}}} None
2024-11-22 15:28:23,401 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'fryum_recall') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/line/v0', 'fieldSettings': {'x': 'threshold', 'y': 'recall', 'stroke': None}, 'stringSettings': {'title': 'fryum Recall curve'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'fryum_recall_table'}], 'fields': []}]}]}}} None
2024-11-22 15:28:25,409 INFO    MainThread:1026428 [wandb_watch.py:watch():51] Watching
2024-11-22 15:50:06,650 INFO    MainThread:1026428 [wandb_run.py:_config_callback():1386] config_cb ('_wandb', 'visualize', 'macaroni1_ROC') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/area-under-curve/v0', 'fieldSettings': {'x': 'fpr', 'y': 'tpr', 'class': 'class'}, 'stringSettings': {'title': 'ROC', 'x-axis-title': 'False positive rate', 'y-axis-title': 'True positive rate'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'macaroni1_ROC_table'}], 'fields': []}]}]}}} None
